SCHOOL,CLASS,CHILD,COMBI,SIZE,SSES,GIRL,MINORITY,SITTERS,CSES,IQV,IQP,PRE_LANG,POST_LANG,PRE_ARITH,POST_ARITH
130,13080,2107,1,24,15,1,0,0,25,12,10.659999847,33,45,10,17
130,13080,2108,1,24,15,1,0,1,20,17,12.329999924,45,54,16,29
130,13080,2109,1,24,15,0,0,1,10,8,9.3330001831,26,27,13,9
130,13080,2110,1,24,15,1,0,1,15,12.5,11.329999924,37,43,13,21
132,13281,2111,0,22,21,1,0,0,,11,7,40,39,14,22
132,13281,2112,0,22,21,0,0,0,20,12.5,11.659999847,28,35,13,26
132,13281,2113,0,22,21,1,0,0,20,13,7,33,45,11,21
132,13281,2114,0,22,21,0,0,1,27,12,14.659999847,31,37,15,25
132,13281,2115,0,22,21,0,0,0,30,11,10.659999847,34,46,14,26
132,13281,2116,0,22,21,1,0,0,48,12.5,9.3330001831,33,53,14,28
132,13281,2117,0,22,21,0,0,0,40,14.5,14,44,54,20,30
132,13281,2118,0,22,21,1,0,0,20,12.5,10.659999847,42,51,13,27
132,13281,2119,0,22,21,0,0,0,33,8.5,8.6660003662,39,36,15,20
132,13281,2120,0,22,21,0,0,0,30,13,14.659999847,44,51,13,28
132,13281,2121,0,22,21,0,0,0,47,13,15.329999924,39,55,17,30
132,13281,2122,0,22,21,0,0,1,30,14,14,25,44,13,27
132,13281,2123,0,22,21,0,0,1,20,14,11.659999847,39,42,15,26
132,13281,2124,0,22,21,0,1,0,50,11,12,33,48,12,30
132,13281,2125,0,22,21,1,0,0,50,14.5,12,34,54,18,26
132,13281,2126,0,22,21,0,0,1,20,14.5,13.329999924,42,54,19,29
132,13281,2127,0,22,21,0,0,0,25,12,9,37,42,11,26
132,13281,2128,0,22,21,0,0,0,25,13,15.329999924,43,55,18,30
132,13281,2129,0,22,21,0,0,0,25,13,10.329999924,30,49,11,25
132,13281,2130,0,22,21,0,0,0,20,13.5,14,39,48,10,25
132,13281,2131,0,22,21,1,0,0,28,11,8.6660003662,30,44,11,17
132,13281,2132,0,22,21,1,0,0,40,14.5,12,45,53,19,27
133,13380,2139,1,21,18,1,1,,15,8,11.666666667,23,31,7,18
133,13380,2140,1,21,18,1,1,1,23,9.5,7.6666666667,31,43,10,14
133,13380,2141,1,21,18,1,0,0,,11.5,9.6666666667,38,48,11,17
133,13380,2142,1,21,18,0,0,0,19,12.5,11.666666667,39,47,11,21
133,13380,2143,1,21,18,0,0,0,19,13.5,15.666666667,39,53,12,23
133,13380,2144,1,21,18,1,0,0,15,11,10.666666667,26,32,13,20
133,13380,2145,1,21,18,1,0,0,19,17,10,47,51,15,24
133,13380,2146,1,21,18,1,0,0,49,11.5,11.333333333,37,52,15,28
133,13380,2147,1,21,18,0,0,0,36,12.5,13.333333333,41,54,15,29
133,13380,2148,1,21,18,1,0,1,21,8.5,13,28,46,16,22
133,13380,2149,1,21,18,0,0,0,27,11,13.333333333,39,52,16,28
133,13380,2150,1,21,18,0,0,0,34,13.5,13.666666667,43,52,17,26
134,13480,2151,0,35,18,1,0,0,28,12.5,12.333333333,37,50,5,19
134,13480,2152,0,35,18,0,0,1,20,10,10,31,35,6,14
134,13480,2153,0,35,18,0,0,0,27,11,9,29,37,7,14
134,13480,2154,0,35,18,0,0,0,25,11.5,8.6666666667,26,34,7,22
134,13480,2155,0,35,18,1,0,0,46,12.5,11.333333333,43,56,7,29
134,13480,2156,0,35,18,1,0,1,19,7,11.333333333,27,37,8,10
134,13480,2157,0,35,18,0,0,0,19,9.5,11,18,34,8,20
134,13480,2158,0,35,18,1,0,0,32,13.5,9.6666666667,36,48,8,22
134,13480,2159,0,35,18,1,0,0,16,10.5,9,31,44,9,17
134,13480,2160,0,35,18,0,0,0,28,13,11.666666667,28,40,9,23
134,13480,2161,0,35,18,1,0,0,40,9,9,30,42,9,25
134,13480,2162,0,35,18,1,0,0,24,13,10,44,51,10,14
134,13480,2163,0,35,18,1,0,0,25,12,8.3333333333,30,43,10,20
134,13480,2164,0,35,18,1,0,0,28,11,10.666666667,31,41,10,22
134,13480,2165,0,35,18,1,0,0,28,14,9,31,44,10,22
134,13480,2166,0,35,18,1,0,0,32,12,13,29,48,10,24
134,13480,2167,0,35,18,0,0,0,37,8.5,9.6666666667,32,32,11,16
134,13480,2168,0,35,18,1,0,0,31,12,12.333333333,38,44,11,17
134,13480,2169,0,35,18,0,0,1,20,9.5,9,27,45,11,24
134,13480,2170,0,35,18,0,0,0,23,11,14.333333333,31,48,11,26
134,13480,2171,0,35,18,0,0,0,33,12,11,34,46,11,27
134,13480,2172,0,35,18,1,0,0,19,11,12,37,47,12,15
134,13480,2173,0,35,18,0,0,0,19,12,13.333333333,26,37,12,19
134,13480,2174,0,35,18,1,0,0,23,12.5,9,44,52,12,19
134,13480,2175,0,35,18,0,0,1,30,12,14,33,36,12,22
134,13480,2176,0,35,18,1,0,0,46,11.5,9.3333333333,41,48,12,24
134,13480,2177,0,35,18,0,0,0,19,14,14.333333333,39,46,12,27
134,13480,2178,0,35,18,1,0,0,37,14,10,44,49,13,20
134,13480,2179,0,35,18,1,0,0,43,12,8.6666666667,41,37,14,22
134,13480,2180,0,35,18,0,0,0,29,13,13,42,49,15,27
134,13480,2181,0,35,18,0,0,0,41,13,12.666666667,44,55,15,28
134,13480,2182,0,35,18,0,0,0,34,16.5,14.333333333,41,53,15,29
134,13480,2183,0,35,18,1,0,0,46,12.5,11.666666667,38,52,16,26
134,13480,2184,0,35,18,1,0,0,29,15.5,16,48,54,17,29
135,13580,2185,,,18,1,0,0,17,11,9.3333333333,,46,8,13
135,13580,2186,,,18,1,0,0,28,10.5,11,31,46,8,21
135,13580,2187,,,18,0,0,1,20,13,13,33,36,10,19
135,13580,2188,,,18,1,0,1,11,11,9.6666666667,34,36,10,20
135,13580,2189,,,18,0,0,0,19,11.5,12.333333333,33,39,11,18
135,13580,2190,,,18,1,0,0,28,12.5,15,37,47,11,25
135,13580,2191,,,18,1,0,1,23,13,12.5,31,42,12,21
135,13580,2192,,,18,0,0,0,23,12.5,10.666666667,37,43,12,24
135,13580,2193,,,18,0,0,1,34,12,16,34,45,13,28
135,13580,2194,,,18,1,0,0,15,11.5,12,30,36,14,17
135,13580,2195,,,18,0,0,0,17,11.5,10.666666667,30,39,14,19
135,13580,2196,,,18,1,0,0,34,13,11.666666667,36,56,14,28
135,13580,2197,,,18,1,0,1,28,13,12.666666667,43,54,15,25
135,13580,2198,,,18,1,0,0,28,15.5,14.333333333,48,51,15,27
135,13580,2199,,,18,0,0,0,15,14.5,11.666666667,42,50,16,28
135,13580,2200,,,18,1,0,0,34,15.5,15.666666667,43,56,16,29
135,13580,2201,,,18,1,1,0,37,13.5,14,41,55,17,30
136,13680,2202,1,30,22,0,0,,37,11.5,8.6666666667,34,47,15,24
136,13680,2203,1,30,22,0,0,,20,12,13.333333333,28,40,16,22
136,13680,2204,1,30,22,1,0,0,40,15,13.659999847,40,51,18,27
136,13680,2205,1,30,22,0,0,0,13,13,14.329999924,47,58,19,30
136,13680,2206,1,30,22,1,0,0,43,11.5,10.329999924,33,48,12,25
136,13680,2207,1,30,22,1,0,0,23,13.5,12,37,51,12,28
136,13680,2208,1,30,22,1,0,0,40,13,11.329999924,40,48,14,26
136,13680,2209,1,30,22,0,0,0,23,13.5,12.659999847,39,42,12,25
136,13680,2210,1,30,22,1,0,0,23,14.5,9,41,47,14,23
136,13680,2211,1,30,22,0,0,0,43,13,15.329999924,44,53,18,29
136,13680,2212,1,30,22,1,0,0,27,12,12.329999924,42,49,15,29
136,13680,2213,1,30,22,1,0,0,33,13.5,11,42,47,15,29
136,13680,2214,1,30,22,1,0,0,20,12.5,10.329999924,36,41,12,22
136,13680,2215,1,30,22,1,0,0,40,12.5,11,37,47,12,23
136,13680,2216,1,30,22,1,0,0,30,13.5,10,42,54,15,28
136,13680,2217,1,30,22,1,0,0,33,11,11.329999924,35,46,13,26
136,13680,2218,1,30,22,1,0,0,30,11.5,10.329999924,27,33,16,18
136,13680,2219,1,30,22,1,0,0,20,12.5,9.3330001831,41,44,9,26
137,13780,2220,1,32,21,1,0,0,40,12.5,11.659999847,39,49,18,26
137,13780,2221,1,32,21,1,0,0,40,14.5,15,49,55,18,30
137,13780,2222,1,32,21,0,0,0,18,10,8.6660003662,34,49,11,21
137,13780,2223,1,32,21,1,0,1,20,12.5,11,39,37,13,17
137,13780,2224,1,32,21,1,0,0,30,12,10,41,46,9,12
137,13780,2225,1,32,21,0,0,0,37,6,9.6660003662,30,30,9,16
137,13780,2226,1,32,21,1,0,0,23,11,11.329999924,32,33,13,15
137,13780,2227,1,32,21,1,0,0,43,13.5,6.3330001831,39,51,10,17
137,13780,2228,1,32,21,1,0,0,20,11,11,34,50,12,21
137,13780,2229,1,32,21,0,0,0,30,12.5,11.329999924,34,40,12,22
137,13780,2230,1,32,21,0,0,0,37,13,10,41,46,18,26
137,13780,2231,1,32,21,1,0,0,38,10,10.659999847,39,47,15,18
137,13780,2232,1,32,21,0,0,0,20,12.5,8.3330001831,41,48,14,22
137,13780,2233,1,32,21,0,0,0,37,15,14.329999924,46,56,15,26
137,13780,2234,1,32,21,0,0,0,20,11,9.3330001831,21,25,9,14
137,13780,2235,1,32,21,1,0,0,33,12,6.3330001831,41,52,9,16
137,13780,2236,1,32,21,0,0,0,33,11.5,8.6660003662,34,47,13,24
137,13780,2237,1,32,21,1,0,1,30,12.5,11.659999847,34,40,16,21
138,13880,2238,1,25,18,0,0,1,49,11,8.3333333333,29,37,6,17
138,13880,2239,1,25,18,0,0,0,20,8.5,5.6666666667,35,39,7,16
138,13880,2240,1,25,18,1,0,0,20,10.5,10,24,46,7,19
138,13880,2241,1,25,18,1,0,0,34,10.5,9.3333333333,29,38,8,20
138,13880,2242,1,25,18,0,0,0,37,13,12.333333333,34,42,9,23
138,13880,2243,1,25,18,0,0,1,20,11.5,8.3333333333,32,,10,
138,13880,2244,1,25,18,0,0,0,20,9.5,9,27,37,10,23
138,13880,2245,1,25,18,1,0,0,20,12.5,9.3333333333,25,40,10,24
138,13880,2246,1,25,18,0,0,0,23,13,14.333333333,38,47,11,26
138,13880,2247,1,25,18,1,0,0,20,9.5,9.6666666667,33,32,12,12
138,13880,2248,1,25,18,1,0,0,47,12,13.333333333,36,51,13,28
138,13880,2249,1,25,18,1,0,1,20,11,11.333333333,38,47,14,19
138,13880,2250,1,25,18,0,0,0,17,10.5,14,28,50,14,22
138,13880,2251,1,25,18,0,0,0,37,14.5,12,33,42,14,30
138,13880,2252,1,25,18,1,0,0,27,11.5,13,37,41,15,27
138,13880,2253,1,25,18,0,0,0,20,13.5,14.333333333,34,54,15,28
138,13880,2254,1,25,18,0,0,0,26,12,11.666666667,33,38,16,21
138,13880,2255,1,25,18,0,0,0,20,11.5,12,41,45,16,30
138,13880,2256,1,25,18,0,0,0,20,12,12,40,47,17,20
141,14180,2257,0,20,14,1,0,0,13,9.5,7.6659998894,19,27,9,12
141,14180,2258,0,20,14,1,0,1,20,10.5,8.6660003662,38,41,7,8
141,14180,2259,0,20,14,0,0,0,15,11,9.3330001831,32,32,9,14
141,14180,2260,0,20,14,0,0,0,20,15,13.659999847,34,45,16,28
141,14180,2261,0,20,14,0,0,0,20,13.5,12,42,47,14,20
141,14180,2262,0,20,14,1,0,1,17,11.5,9.3330001831,34,35,15,18
141,14180,2263,0,20,14,1,0,0,18,11.5,12.329999924,34,44,11,16
141,14180,2264,0,20,14,0,0,1,18,8,8,39,35,15,11
141,14180,2265,0,20,14,1,0,0,25,14,11.329999924,37,45,9,12
141,14180,2266,0,20,14,0,0,0,20,15,15,45,46,18,24
141,14180,2267,0,20,14,0,0,0,43,12.5,15.329999924,44,51,17,30
141,14180,2268,0,20,14,1,0,0,18,11.5,12.329999924,34,33,14,17
141,14180,2269,0,20,14,1,0,1,13,10.5,6.3330001831,26,29,14,8
141,14180,2270,0,20,14,0,0,0,15,12,13.329999924,34,48,15,25
141,14180,2271,0,20,14,0,0,0,37,10.5,10,40,41,15,12
141,14180,2272,0,20,14,1,0,1,23,8.5,9.6660003662,31,38,13,13
141,14180,2273,0,20,14,0,0,0,15,12,11,37,44,16,25
141,14180,2274,0,20,14,1,0,1,20,12.5,10,29,27,14,21
141,14180,2275,0,20,14,0,0,0,17,13.5,16.329999924,41,53,17,28
141,14180,2276,0,20,14,1,0,0,20,13.5,10.659999847,36,44,10,20
142,14280,2277,0,25,16,1,0,0,40,12,12.329999924,38,42,15,28
142,14280,2278,0,25,16,1,0,0,17,12,8.3330001831,40,50,10,21
142,14280,2279,0,25,16,0,0,0,43,13.5,13.329999924,43,48,15,24
142,14280,2280,0,25,16,1,0,0,17,12.5,10.329999924,42,53,11,23
142,14280,2281,0,25,16,0,0,0,30,12,10,39,41,12,14
142,14280,2282,0,25,16,1,0,1,15,14.5,6,35,38,14,9
142,14280,2283,0,25,16,1,0,1,15,10.5,6.3330001831,40,41,13,13
142,14280,2284,0,25,16,0,0,0,20,11,17.329999924,28,33,18,27
142,14280,2285,0,25,16,1,0,0,33,13.5,13.659999847,46,54,19,27
142,14280,2286,0,25,16,0,0,1,10,10.5,8.6660003662,28,31,14,17
142,14280,2287,0,25,16,1,0,0,17,14,12,40,50,17,27
142,14280,2288,0,25,16,0,0,0,17,11.5,12.659999847,33,40,13,23
142,14280,2289,0,25,16,0,0,0,23,13.5,12.659999847,42,52,17,29
142,14280,2290,0,25,16,0,0,1,20,10,9.3330001831,31,46,14,19
142,14280,2291,0,25,16,1,0,0,20,12,11,36,46,12,24
142,14280,2292,0,25,16,0,0,0,17,14.5,12.659999847,48,53,16,29
142,14280,2293,0,25,16,1,0,0,40,10.5,13,31,36,14,17
142,14280,2294,0,25,16,0,0,0,20,13.5,7.6659998894,40,46,15,25
142,14280,2295,0,25,16,1,0,0,13,11.5,12,34,55,18,27
142,14280,2296,0,25,16,0,0,0,17,13,13,40,51,17,30
142,14280,2297,0,25,16,1,0,1,15,12.5,13.329999924,31,42,18,27
142,14280,2298,0,25,16,0,0,0,13,10,10.659999847,42,45,17,25
142,14280,2299,0,25,16,1,0,0,10,12.5,15,39,45,18,27
142,14280,2300,0,25,16,0,0,0,50,11,9,34,52,13,29
144,14480,2301,0,16,23,1,0,1,25,15,11.666666667,,46,,26
144,14480,2302,0,16,23,1,0,0,43,12,14.666666667,35,44,13,17
144,14480,2303,0,16,23,0,0,0,37,14,12,44,36,14,21
144,14480,2304,0,16,23,1,0,1,25,12.5,8.6666666667,,47,14,27
144,14480,2305,0,16,23,1,0,0,32,16,11.333333333,35,42,15,26
144,14480,2306,0,16,23,0,0,0,23,13.5,15.666666667,41,49,15,28
144,14480,2307,0,16,23,0,0,0,43,16.5,11.666666667,44,51,17,27
144,14480,2308,0,16,23,0,0,1,17,13.5,11.666666667,25,45,17,28
144,14480,2309,0,16,23,0,0,0,40,14.5,14,36,42,17,29
144,14480,2310,0,16,23,1,0,0,20,13,12.333333333,40,52,18,25
144,14480,2311,0,16,23,1,0,0,20,15,13.333333333,38,35,18,26
144,14480,2312,0,16,23,0,0,0,43,14.5,16,44,54,18,26
144,14480,2313,0,16,23,0,0,0,25,13.5,14.333333333,29,35,18,30
144,14480,2314,0,16,23,1,0,0,20,15,14.666666667,37,54,19,25
144,14480,2315,0,16,23,1,0,0,28,14,15,40,50,19,28
144,14480,2316,0,16,23,1,0,0,43,17,14,48,54,20,28
147,14780,2317,0,22,19,0,0,0,30,13,13.329999924,42,55,19,30
147,14780,2318,0,22,19,1,0,0,25,11.5,7.6659998894,31,37,6,14
147,14780,2319,0,22,19,0,0,0,23,13.5,12.329999924,34,46,15,30
147,14780,2320,0,22,19,0,0,0,33,12,13.659999847,31,51,18,26
147,14780,2321,0,22,19,1,0,0,17,10,11,28,46,8,24
147,14780,2322,0,22,19,1,0,0,20,13.5,12.329999924,39,51,9,16
147,14780,2323,0,22,19,0,0,0,25,13.5,10,35,54,17,30
147,14780,2324,0,22,19,0,0,0,37,12,15,35,51,19,30
147,14780,2325,0,22,19,0,0,0,25,12.5,10.329999924,34,53,18,28
147,14780,2326,0,22,19,0,0,0,20,13,7,39,46,10,27
147,14780,2327,0,22,19,1,0,0,20,14,14.329999924,39,55,14,27
147,14780,2328,0,22,19,0,0,0,25,12.5,9.3330001831,31,51,10,26
147,14780,2329,0,22,19,1,0,0,25,12.5,13.329999924,38,54,17,29
147,14780,2330,0,22,19,0,0,0,18,15,10.329999924,37,55,17,29
147,14780,2331,0,22,19,0,0,1,20,13.5,11,35,37,13,27
147,14780,2332,0,22,19,1,0,0,23,13,10,36,51,10,23
147,14780,2333,0,22,19,1,0,0,20,12,11.659999847,40,53,13,28
147,14780,2334,0,22,19,0,0,0,23,15,13,36,51,15,27
147,14780,2335,0,22,19,0,0,0,23,12.5,13,27,43,18,27
147,14780,2336,0,22,19,0,0,0,20,12,14.329999924,36,48,19,30
147,14780,2337,0,22,19,0,0,0,25,11.5,6.6659998894,29,47,11,25
147,14780,2338,0,22,19,0,0,0,20,10.5,9,33,46,13,29
148,14880,2339,0,32,28,1,0,1,37,12,13.333333333,31,,15,
148,14880,2340,0,32,28,0,0,0,,14.5,15.666666667,45,44,18,29
148,14880,2341,0,32,28,1,0,0,25,12.5,14,42,51,14,26
148,14880,2342,0,32,28,0,0,0,23,13,12,38,47,19,28
148,14880,2343,0,32,28,1,0,1,43,11,12.329999924,37,46,12,23
148,14880,2344,0,32,28,1,0,0,20,11,9.6660003662,28,45,15,25
148,14880,2345,0,32,28,0,0,0,10,11.5,13.659999847,34,38,11,21
148,14880,2346,0,32,28,1,0,0,20,13,13,35,41,16,18
148,14880,2347,0,32,28,1,0,0,23,12,13.329999924,31,43,12,25
148,14880,2348,0,32,28,0,0,0,25,13.5,14.659999847,40,44,17,28
148,14880,2349,0,32,28,1,0,0,23,12.5,12,32,42,10,18
148,14880,2350,0,32,28,0,0,0,28,17,15.329999924,39,51,17,24
148,14880,2351,0,32,28,1,0,0,23,11.5,10,31,40,10,27
148,14880,2352,0,32,28,1,0,0,20,17,15.659999847,44,54,18,30
148,14880,2353,0,32,28,0,0,0,28,11.5,11.329999924,34,50,14,21
148,14880,2354,0,32,28,1,0,0,48,14,16,41,55,15,28
148,14880,2355,0,32,28,1,0,0,35,13.5,11.329999924,36,47,17,26
148,14880,2356,0,32,28,1,0,0,28,12.5,12.329999924,33,44,15,21
148,14880,2357,0,32,28,0,0,0,38,13,9,38,42,12,26
148,14880,2358,0,32,28,1,0,0,48,16.5,15,43,56,17,29
148,14880,2359,0,32,28,0,0,1,28,12,13.659999847,36,33,15,15
148,14880,2360,0,32,28,0,0,1,20,13,13.659999847,40,46,15,26
148,14880,2361,0,32,28,0,0,0,15,12.5,13,37,48,18,22
148,14880,2362,0,32,28,1,0,0,50,12.5,12.329999924,39,32,12,21
148,14880,2363,0,32,28,1,0,0,33,15,12.659999847,35,43,14,26
148,14880,2364,0,32,28,1,0,0,30,11.5,14.329999924,45,45,15,23
148,14880,2365,0,32,28,1,0,0,50,14.5,12,35,45,9,27
148,14880,2366,0,32,28,0,0,0,33,13.5,14.329999924,44,53,17,24
148,14880,2367,0,32,28,1,0,0,35,14.5,12.329999924,41,50,16,26
148,14880,2368,0,32,28,1,0,0,33,12,14,42,48,11,25
148,14880,2369,0,32,28,1,0,0,23,13,12.329999924,31,37,10,20
149,14980,2370,0,23,21,1,0,0,45,15,10,42,51,16,28
149,14980,2371,0,23,21,0,0,0,35,11,13.329999924,29,40,12,24
149,14980,2372,0,23,21,0,0,0,33,12,11.329999924,39,44,7,19
149,14980,2373,0,23,21,0,0,0,43,11.5,11,23,38,11,19
149,14980,2374,0,23,21,1,0,0,33,9,7.3330001831,33,35,9,18
149,14980,2375,0,23,21,0,0,1,37,9.5,12.329999924,26,23,5,9
149,14980,2376,0,23,21,0,0,0,33,11.5,8.3330001831,32,46,11,22
149,14980,2377,0,23,21,0,0,0,43,10.5,8,25,38,7,15
149,14980,2378,0,23,21,1,0,0,47,9.5,9,35,52,9,17
149,14980,2379,0,23,21,0,0,1,40,12,11,37,45,10,22
149,14980,2380,0,23,21,1,0,0,20,9,11.659999847,31,34,13,15
149,14980,2381,0,23,21,1,0,0,45,13.5,14.329999924,42,46,14,26
149,14980,2382,0,23,21,0,0,1,23,12,9.3330001831,30,41,8,25
149,14980,2383,0,23,21,1,0,0,33,12.5,12.329999924,29,40,12,23
149,14980,2384,0,23,21,1,0,0,43,15,11.659999847,41,51,16,30
149,14980,2385,0,23,21,0,0,0,20,11.5,10.329999924,37,31,11,19
149,14980,2386,0,23,21,0,0,0,30,12,14,38,47,16,29
149,14980,2387,0,23,21,0,0,0,47,14,12.659999847,39,44,14,23
149,14980,2388,0,23,21,0,0,0,40,13.5,13.659999847,35,47,17,25
149,14980,2389,0,23,21,1,0,0,20,13.5,15.329999924,35,48,8,27
149,14980,2390,0,23,21,0,0,0,45,13,11.659999847,37,48,6,25
150,15080,2391,0,30,24,0,1,0,,9,11,21,27,13,27
150,15080,2392,0,30,24,0,1,0,,12,15.333333333,36,52,17,28
150,15080,2393,0,30,24,0,0,0,,13,8,39,52,19,28
150,15080,2394,0,30,24,0,0,0,20,11.5,12.659999847,25,30,14,23
150,15080,2395,0,30,24,1,0,0,50,12,9,31,40,9,20
150,15080,2396,0,30,24,0,0,0,20,12,11.659999847,37,50,15,26
150,15080,2397,0,30,24,1,0,0,40,12.5,13.659999847,40,54,17,27
150,15080,2398,0,30,24,1,0,0,30,9,8.3330001831,26,37,14,19
150,15080,2399,0,30,24,0,0,0,40,13.5,12.329999924,37,40,13,29
150,15080,2400,0,30,24,1,0,0,40,11,11.329999924,26,34,8,14
150,15080,2401,0,30,24,0,0,0,40,11.5,13.329999924,28,47,17,27
150,15080,2402,0,30,24,0,0,1,40,9.5,12,26,33,11,19
150,15080,2403,0,30,24,1,0,1,10,12,7,35,43,13,23
150,15080,2404,0,30,24,1,0,0,40,12.5,15,39,53,19,27
150,15080,2405,0,30,24,0,0,0,20,10,12.659999847,29,36,12,20
150,15080,2406,0,30,24,1,0,0,30,12.5,11,37,49,16,27
150,15080,2407,0,30,24,1,0,0,50,13,12.329999924,33,54,16,27
150,15080,2408,0,30,24,1,0,0,40,12,8.3330001831,34,45,10,21
150,15080,2409,0,30,24,1,0,0,50,13.5,12.329999924,36,41,12,20
150,15080,2410,0,30,24,1,0,1,20,10.5,9.6660003662,30,35,4,8
150,15080,2411,0,30,24,0,0,0,40,10.5,10.329999924,32,34,13,24
150,15080,2412,0,30,24,0,0,0,40,10.5,10,23,30,6,21
150,15080,2413,0,30,24,1,0,0,50,12.5,11.329999924,36,41,11,23
150,15080,2414,0,30,24,1,0,0,30,9.5,8.3330001831,29,37,13,5
150,15080,2415,0,30,24,1,0,0,30,12.5,10.329999924,28,46,12,26
150,15080,2416,0,30,24,0,0,0,30,11.5,9.3330001831,30,43,15,24
150,15080,2417,0,30,24,0,0,0,20,12,12,20,30,12,13
150,15080,2418,0,30,24,0,0,1,10,11.5,11.329999924,24,39,9,15
151,15180,2419,0,24,22,1,0,1,,9.5,10.333333333,26,33,8,16
151,15180,2420,0,24,22,1,0,1,20,11,12,28,40,12,23
151,15180,2421,0,24,22,0,0,0,20,10,11.329999924,28,25,10,19
151,15180,2422,0,24,22,1,0,0,30,11,10.659999847,33,38,8,21
151,15180,2423,0,24,22,0,0,0,20,10,12,29,34,7,15
151,15180,2424,0,24,22,0,0,0,20,12.5,13,22,37,13,27
151,15180,2425,0,24,22,1,0,0,20,7,9.3330001831,16,33,12,14
151,15180,2426,0,24,22,0,0,0,20,10,14,29,39,7,26
151,15180,2427,0,24,22,1,0,0,20,11.5,14.329999924,36,34,12,19
151,15180,2428,0,24,22,0,0,0,47,12,13,41,49,11,27
151,15180,2429,0,24,22,1,0,0,23,13,13.329999924,37,46,15,20
151,15180,2430,0,24,22,0,0,0,47,9.5,7.3330001831,28,37,8,17
151,15180,2431,0,24,22,0,0,0,33,8.5,10.659999847,32,37,14,18
151,15180,2432,0,24,22,1,0,0,20,12.5,9.6660003662,33,43,9,16
151,15180,2433,0,24,22,1,0,0,20,12,9.3330001831,23,47,8,25
151,15180,2434,0,24,22,0,0,0,47,10.5,12.329999924,27,38,10,23
151,15180,2435,0,24,22,0,0,1,17,10,7.6659998894,14,28,7,7
151,15180,2436,0,24,22,1,0,0,23,11.5,7.6659998894,34,42,8,6
151,15180,2437,0,24,22,1,0,0,23,10.5,12,33,43,11,11
151,15180,2438,0,24,22,1,0,0,20,7.5,5.6659998894,31,34,8,14
151,15180,2439,0,24,22,1,0,0,20,10,8,29,31,10,9
151,15180,2440,0,24,22,0,0,0,40,16,14.329999924,43,51,20,29
151,15180,2441,0,24,22,0,0,0,23,12,11.659999847,31,38,12,23
151,15180,2442,0,24,22,1,0,1,20,7.5,7.6659998894,28,34,8,13
152,15280,2443,0,17,28,1,0,0,30,13.5,9.3330001831,33,49,14,25
152,15280,2444,0,17,28,1,0,0,50,15,12.659999847,38,52,16,28
152,15280,2445,0,17,28,0,0,0,40,11,10.659999847,33,46,15,26
152,15280,2446,0,17,28,1,0,0,30,12,12.659999847,30,40,10,23
152,15280,2447,0,17,28,1,0,0,37,14.5,13.659999847,41,49,12,27
152,15280,2448,0,17,28,0,0,0,47,11.5,10.329999924,35,40,14,24
152,15280,2449,0,17,28,0,0,1,43,12,9.3330001831,36,49,9,27
152,15280,2450,0,17,28,1,0,0,40,11.5,12.329999924,38,54,15,27
152,15280,2451,0,17,28,1,0,0,30,13,15.329999924,41,51,15,28
152,15280,2452,0,17,28,1,0,0,43,13.5,14,40,56,19,29
152,15280,2453,0,17,28,1,0,0,47,12.5,12.329999924,38,54,15,29
152,15280,2454,0,17,28,1,0,0,47,12.5,12.329999924,33,52,11,28
152,15280,2455,0,17,28,0,0,0,30,12,8,23,39,11,15
152,15280,2456,0,17,28,1,0,0,43,10,12.329999924,29,47,15,27
152,15280,2457,0,17,28,0,0,0,47,11.5,12.329999924,38,38,8,18
152,15280,2458,0,17,28,1,0,0,37,12,12.329999924,42,52,13,27
152,15280,2459,0,17,28,0,0,0,43,12.5,12.329999924,32,48,13,29
153,15380,2460,0,25,17,1,0,0,18,11.5,9,,42,,16
153,15380,2461,0,25,17,0,0,1,,9.5,11.666666667,,37,,20
153,15380,2462,0,25,17,1,0,0,41,13,13,,54,,21
153,15380,2463,0,25,17,1,0,0,18,8,10.666666667,,35,,22
153,15380,2464,0,25,17,1,0,0,41,12.5,10.333333333,,48,,22
153,15380,2465,0,25,17,1,0,1,18,13,11,,48,,22
153,15380,2466,0,25,17,1,0,1,18,12,9.6666666667,,52,,23
153,15380,2467,0,25,17,0,0,0,18,12,12.333333333,,48,,24
153,15380,2468,0,25,17,1,0,0,26,12.5,11.666666667,,55,,24
153,15380,2469,0,25,17,0,0,0,,11.5,10.333333333,,47,,25
153,15380,2470,0,25,17,1,0,0,49,12.5,11.666666667,,54,,25
153,15380,2471,0,25,17,0,0,0,49,14,10,,54,,26
153,15380,2472,0,25,17,0,0,0,41,12.5,15,,51,,27
153,15380,2473,0,25,17,0,0,0,41,12.5,10.666666667,,52,,27
153,15380,2474,0,25,17,0,0,0,41,11,10.666666667,,54,,27
153,15380,2475,0,25,17,1,0,0,49,11.5,11.666666667,,54,,27
153,15380,2476,0,25,17,0,0,0,18,14,13.333333333,,54,,27
153,15380,2477,0,25,17,0,0,0,41,13,11.333333333,,58,,27
153,15380,2478,0,25,17,0,0,0,18,11,11.333333333,,45,,28
153,15380,2479,0,25,17,1,0,0,18,13.5,13.666666667,,56,,28
153,15380,2480,0,25,17,0,0,0,41,12.5,15.666666667,,48,,29
153,15380,2481,0,25,17,1,0,0,49,15.5,11.666666667,,49,,29
